case rn(48,41):
tmap = new Array();
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,299,459,459,459,459,459,459,459,300,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,299,459,460,683,683,683,683,683,683,683,458,459,300,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,299,460,683,683,683,683,683,683,683,683,683,683,683,458,300,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,458,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8");
tmap.push("298,298,298,420,683,683,683,683,683,683,683,683,683,683,683,683,683,378,379,379,380,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,378,379,379");
tmap.push("298,298,298,339,380,683,683,683,683,683,683,683,683,683,683,683,378,340,298,298,420,0,0,0,0,0,0,0,0,0,0,8,8,8,378,379,379,340,298,298");
tmap.push("298,298,298,298,339,379,380,683,683,683,683,683,683,683,378,379,340,298,298,298,420,0,0,0,0,0,0,0,8,8,8,378,379,379,340,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,339,379,379,379,379,379,379,379,340,298,298,298,298,298,420,0,0,0,0,8,8,8,378,379,379,340,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,420,8,8,8,8,378,379,379,340,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,339,379,379,379,379,340,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
tmap.push("298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298");
break;
